Timestamp,mothbox,software,sheet,program,country,area,point,latitude,longitude,height (placement above ground),habitat,deployment.date,collect.date,data.storage.location,crew,notes,attractor,attractor_location,deployment.name
02/01/2025 13:23:00,FlatHapuku,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,RDC,RDCTOP,9.131149,-79.725606,32,forest (unknown),30/12/2024,01/01/2025,HDA,AQKQBJ,Top of tower new moon. Pictures kind of dark.,,,Panama_RDC_RDCTOP_FlatHapuku_2024-12-30
02/01/2025 13:25:49,waveUrta,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,RDC,RDCfirstfloor,9.131149,-79.725606,8,forest (unknown),30/12/2024,01/01/2025,HDA,AQKQBJ,1st floor canopy tower,,,Panama_RDC_RDCfirstfloor_waveUrta_2024-12-30
02/01/2025 13:27:53,cuatroTopo,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,RDC,RDCthirdfloor,9.131149,-79.725606,24,forest (unknown),30/12/2024,01/01/2025,HDA,AQKQBJ,TOpfloor minus 1,,,Panama_RDC_RDCthirdfloor_cuatroTopo_2024-12-30
09/01/2025 16:44:53,WaveUrta,4.13,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Gamboa,RadioHill,9.13904,-79.72601,1.5,forest (unknown),08/01/2025,10/01/2025,N/A,AQ/Bri/KQ,,Mothbeam v2,,Panama_Gamboa_RadioHill_WaveUrta_2025-01-08
09/01/2025 16:46:20,WingedHapuku,4.13,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Gamboa,RadioHill,9.13817,-79.73649,1.5,forest (unknown),08/01/2025,10/01/2025,N/A,"Bri,AQ,KQ",,Mothbeam v2,,Panama_Gamboa_RadioHill_WingedHapuku_2025-01-08
18/09/2024 13:18:43,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,MothClassGirls,-0.93705,-77.87916,1,forest (unknown),29/07/2024,29/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Ecuador/Tena_MothClassGirls_GradoVerdin_2024-07-29,GH,,,,Ecuador_Tena_MothClassGirls_GradoVerdIn_2024-07-29
18/09/2024 13:22:20,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,PastUniversityMothNight,-0.93705,-77.87916,1,forest (unknown),25/07/2024,25/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Ecuador/Tena_PastUniversityMothNight_gradoVerdin_2024-07-25,AQ,,,,Ecuador_Tena_PastUniversityMothNight_GradoVerdIn_2024-07-25
18/09/2024 13:24:37,liftAlce,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,PastUniversityMothNight,-0.93705,-77.87916,1,forest (unknown),25/07/2024,25/07/2024,\\u407120.your-storagebox.de\backup\moths\Ecuador\Tena_PastUniversityMothNight_liftAlce_2024-07-25,AQ,,,,Ecuador_Tena_PastUniversityMothNight_liftAlce_2024-07-25
04/09/2024 14:55:53,Lift Alce,4.12,White felt / Fieltro blanco,,Panama,Totumas,Lodge,8.882973,-82.683435,0,,29/08/2024,30/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Totumas_Lamp_LiftAlce_2024-08-29,Jessie Tejera-Fabian ,"Drained of battery, converter detached from battery.",,,Panama_Totumas_Lodge_Lift Alce_2024-08-29
04/09/2024 14:58:11,Lift Alce,4.12,White felt / Fieltro blanco,,Panama,Totumas,Lodge,8.882973,-82.683435,0,,03/09/2024,04/09/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Totumas_Lamp_LiftAlce_2024-09-03,Jessie Tejera-Fabian ,,,,Panama_Totumas_Lodge_Lift Alce_2024-09-03
04/09/2024 17:47:05,Lift Alce,4.12,White felt / Fieltro blanco,,Panama,Totumas,Lodge ,8.882973,-82.683435,0,,26/08/2024,27/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Totumas_Lamp_LiftAlce_2024-08-26,Jessie Tejera-Fabian ,Drained of battery upon collection,,,Panama_Totumas_Lodge _Lift Alce_2024-08-26
18/09/2024 12:14:42,Mb08,4.12,White felt / Fieltro blanco,programA,Panama,Volcan,MedievalHut,8.77905,-82.62693,1,campsite,18/03/2024,23/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Volcan_MedievalHut_Mb08_2024-03-18,AQ,,,,Panama_Volcan_MedievalHut_Mb08_2024-03-18
18/09/2024 12:14:42,Mb08,4.12,White felt / Fieltro blanco,programA,Panama,Volcan,MedievalHut,8.77905,-82.62693,1,campsite,23/03/2024,27/03/2024,do not have in deep storage,AQ,,,,Panama_Volcan_MedievalHut_Mb08_2024-03-23
